:START_ID,val,:END_ID,:TYPE
N_3469,8.827673796086703,N_6390,ENLACE
N_5011,2.4496608656208787,N_8134,ENLACE
N_2924,5.8940991625168335,N_1358,ENLACE
N_9238,0.9079959006576377,N_2759,ENLACE
N_7614,4.061476994022129,N_5266,ENLACE
N_8650,4.9665173888412015,N_7792,ENLACE
N_2104,7.834298529918048,N_6947,ENLACE
N_8775,3.1597681897050167,N_8524,ENLACE
N_1542,6.4323788707242935,N_2508,ENLACE
N_4607,2.675263824579539,N_2094,ENLACE
N_1699,7.119328569256977,N_3463,ENLACE
N_3185,7.923738105911347,N_1371,ENLACE
N_4394,8.87591029932503,N_931,ENLACE
N_8595,0.25347614568053123,N_7946,ENLACE
N_4079,1.1448818688331541,N_1930,ENLACE
N_676,7.652826658798193,N_7023,ENLACE
N_3743,8.825353574891231,N_605,ENLACE
N_6227,2.894430093056033,N_5575,ENLACE
N_9442,6.425044270319428,N_1352,ENLACE
N_6670,8.277973427669785,N_9503,ENLACE
N_6441,5.686483020764265,N_9286,ENLACE
N_6221,6.817072898600665,N_2028,ENLACE
N_9905,8.960542192081238,N_5805,ENLACE
N_4768,6.317355631715395,N_7329,ENLACE
N_5776,8.66188400302647,N_2211,ENLACE
N_2403,2.3774444602448543,N_8826,ENLACE
N_265,4.786168602407147,N_3607,ENLACE
N_4090,5.033481814266452,N_2113,ENLACE
N_9122,1.1825412401148994,N_4816,ENLACE
N_6534,3.598217520273257,N_6078,ENLACE
N_3024,6.905822365141087,N_6443,ENLACE
N_9229,2.442879229359801,N_3300,ENLACE
N_7258,3.7818824074435122,N_8188,ENLACE
N_9138,4.1011192639496885,N_6407,ENLACE
N_394,3.7989969941694426,N_8989,ENLACE
N_4870,7.001623726883541,N_9854,ENLACE
N_385,8.882861641652283,N_5144,ENLACE
N_2234,7.971940370580766,N_674,ENLACE
N_3945,1.92283752320206,N_2114,ENLACE
N_6084,7.102618437648514,N_1491,ENLACE
N_3031,0.2717607834010394,N_7029,ENLACE
N_9236,2.843398196657768,N_4780,ENLACE
N_9051,8.16865849556123,N_4636,ENLACE
N_634,6.58736839337209,N_2425,ENLACE
N_3165,6.846074325730227,N_6925,ENLACE
N_4400,7.802190712705713,N_7756,ENLACE
N_7348,5.901376392552122,N_2011,ENLACE
N_2832,7.200325285845549,N_695,ENLACE
N_1033,7.798727398392512,N_5491,ENLACE
N_6414,3.3435027724161124,N_8088,ENLACE
N_875,7.1346198025915895,N_2389,ENLACE
N_4087,6.406912816956179,N_5970,ENLACE
N_9507,2.2530040251507124,N_5785,ENLACE
N_3963,2.7052573020794113,N_2447,ENLACE
N_3127,1.7385722372017676,N_6113,ENLACE
N_5219,9.18204785781501,N_6235,ENLACE
N_5755,3.8898090440289645,N_9857,ENLACE
N_2522,3.625646206302772,N_7114,ENLACE
N_9725,4.978194798883915,N_1907,ENLACE
N_8353,3.919548018085562,N_6896,ENLACE
N_2550,4.258017000241791,N_6552,ENLACE
N_3694,2.1274604718676793,N_9091,ENLACE
N_1875,2.7256538890246507,N_5236,ENLACE
N_372,3.52463373133813,N_7142,ENLACE
N_4021,1.9738971909555403,N_2950,ENLACE
N_9792,2.8475996353320276,N_2896,ENLACE
N_4017,3.6363831984711883,N_6249,ENLACE
N_2235,7.4972511975392955,N_3012,ENLACE
N_5907,0.27941970662372473,N_9630,ENLACE
N_2143,4.869652072121745,N_3301,ENLACE
N_4726,2.9674985597712444,N_6735,ENLACE
N_1193,0.9241463000773209,N_7874,ENLACE
N_7826,4.915413517469812,N_1314,ENLACE
N_9035,5.714772036062805,N_802,ENLACE
N_6573,3.753056371799006,N_9260,ENLACE
N_198,4.455489596516453,N_5265,ENLACE
N_1039,2.984585372864501,N_6528,ENLACE
N_7323,2.5678277769061864,N_1,ENLACE
N_8724,3.4227352118883436,N_9515,ENLACE
N_7916,9.501931474947686,N_7975,ENLACE
N_846,0.7547416661986217,N_1498,ENLACE
N_1668,9.813117401933514,N_7784,ENLACE
N_5721,9.022489144763627,N_9311,ENLACE
N_6949,6.705840333796223,N_596,ENLACE
N_7368,0.21122164947083966,N_2661,ENLACE
N_9299,1.0742923312047492,N_9788,ENLACE
N_317,4.912995554364189,N_4614,ENLACE
N_7347,7.520702467411683,N_6427,ENLACE
N_1885,7.034116466953347,N_7561,ENLACE
N_1495,1.8659764578159632,N_9144,ENLACE
N_1736,6.255115889269288,N_5762,ENLACE
N_5430,6.840097877140097,N_4900,ENLACE
N_1402,5.6523277718605875,N_1961,ENLACE
N_9216,2.500762382599324,N_7855,ENLACE
N_4896,1.0671625595017253,N_1725,ENLACE
N_253,0.049969885533728275,N_89,ENLACE
N_2091,5.6943577289668035,N_3461,ENLACE
N_7031,8.915145106009843,N_5503,ENLACE
N_6534,9.330425026615703,N_1960,ENLACE
N_1885,9.778596110511003,N_5021,ENLACE
N_3978,1.0309994252647292,N_5307,ENLACE
N_9885,9.778491990741971,N_6957,ENLACE
N_5622,9.831818053137154,N_1412,ENLACE
N_9550,7.0937092300479065,N_7634,ENLACE
N_3907,5.036237718775327,N_9998,ENLACE
N_1294,7.9703194438934215,N_7883,ENLACE
N_8453,0.49179766751554665,N_1119,ENLACE
N_4045,0.03863936921407962,N_5948,ENLACE
N_227,6.94862512016246,N_7438,ENLACE
N_980,3.2928503469271577,N_2512,ENLACE
N_3498,9.117558127724195,N_2909,ENLACE
N_4111,9.47947929107525,N_9768,ENLACE
N_8215,9.728787419334498,N_6652,ENLACE
N_2832,4.677388326571554,N_9065,ENLACE
N_4081,3.5906807440514465,N_618,ENLACE
N_8527,8.708750939721403,N_3616,ENLACE
N_6167,2.724629500159068,N_8844,ENLACE
N_7109,5.344237531601204,N_5109,ENLACE
N_3225,0.15517735418898893,N_9260,ENLACE
N_1995,6.513238670631454,N_1494,ENLACE
N_5029,1.3512025652480752,N_1903,ENLACE
N_501,3.9131837869432817,N_59,ENLACE
N_2537,2.0323408906562843,N_5895,ENLACE
N_7590,6.417095878089736,N_2319,ENLACE
N_295,9.333572263610979,N_9557,ENLACE
N_819,7.357533480011141,N_7304,ENLACE
N_5636,9.55709486517352,N_961,ENLACE
N_705,9.412071539170874,N_4759,ENLACE
N_7244,2.6814210155562668,N_3045,ENLACE
N_2601,1.8827435404078785,N_973,ENLACE
N_306,2.0610005073071025,N_2981,ENLACE
N_3384,3.565048916866954,N_915,ENLACE
N_6825,5.133658406737882,N_9037,ENLACE
N_6311,9.895604119987333,N_104,ENLACE
N_8325,8.67520220744726,N_4587,ENLACE
N_6186,3.7238047388460584,N_6401,ENLACE
N_8580,5.546210501770402,N_5980,ENLACE
N_7010,0.5427204080317383,N_4426,ENLACE
N_7169,8.560086159571478,N_4756,ENLACE
N_5385,1.7097872042850826,N_3379,ENLACE
N_2631,2.486680684165118,N_2104,ENLACE
N_4003,1.1326059747978778,N_7598,ENLACE
N_1625,4.272048036106952,N_275,ENLACE
N_1503,9.150002410151298,N_1305,ENLACE
N_7236,9.679821752534842,N_2239,ENLACE
N_3673,0.2991841871090195,N_7618,ENLACE
N_5670,2.5964099219372394,N_257,ENLACE
N_8017,7.952096189042739,N_9296,ENLACE
N_6818,6.337437020191983,N_5681,ENLACE
N_2748,8.127389033768017,N_6973,ENLACE
N_9052,6.420812637374373,N_2177,ENLACE
N_1163,3.095636125467477,N_6835,ENLACE
N_5425,0.5010274790812641,N_6536,ENLACE
N_1588,3.040740435639371,N_7222,ENLACE
N_3351,2.6009845293964795,N_7048,ENLACE
N_3530,1.643936680035648,N_3044,ENLACE
N_5904,9.285578524160469,N_6987,ENLACE
N_5716,0.5729147050117289,N_6073,ENLACE
N_717,8.869201572351349,N_5415,ENLACE
N_4206,7.009071462973971,N_3684,ENLACE
N_8117,2.395934592747037,N_6544,ENLACE
N_6891,3.056281754905802,N_9485,ENLACE
N_3878,4.537905885429796,N_1487,ENLACE
N_2486,0.13056240533408814,N_9152,ENLACE
N_4124,8.44289481776521,N_7439,ENLACE
N_6035,6.482871726004643,N_9299,ENLACE
N_3675,9.879763781662644,N_7002,ENLACE
N_8794,8.669713585810344,N_9244,ENLACE
N_8179,6.503683497264589,N_8184,ENLACE
N_4271,9.703686754464911,N_1230,ENLACE
N_1849,4.7815193941135785,N_1531,ENLACE
N_9810,6.541886131537286,N_9699,ENLACE
N_6615,7.032124516346707,N_3295,ENLACE
N_3695,9.026746541503966,N_8531,ENLACE
N_6209,6.249867782412121,N_4730,ENLACE
N_7722,1.2504100729061862,N_2314,ENLACE
N_4342,2.4295974708137935,N_1304,ENLACE
N_6063,5.184998046277719,N_919,ENLACE
N_9577,8.560431302744906,N_6570,ENLACE
N_9044,6.260470846453413,N_3815,ENLACE
N_5481,5.719578229711779,N_6149,ENLACE
N_7969,4.169486304012105,N_6711,ENLACE
N_9042,7.9755549052176775,N_9160,ENLACE
N_2062,6.47099926005751,N_1021,ENLACE
N_9802,4.34015641638621,N_8962,ENLACE
N_7157,7.134544075681834,N_8644,ENLACE
N_9989,5.19327929120435,N_8516,ENLACE
N_4168,7.879635246990126,N_5197,ENLACE
N_5565,8.272620088518446,N_4739,ENLACE
N_209,8.50112225792905,N_4072,ENLACE
N_7715,8.935034825756226,N_4923,ENLACE
N_7033,2.313534905246347,N_5453,ENLACE
N_9019,1.1417512214959713,N_7297,ENLACE
N_4458,0.7356328134337597,N_654,ENLACE
N_2306,9.45556244147761,N_5941,ENLACE
N_9828,4.670575623424613,N_3394,ENLACE
N_8996,5.5519512391931585,N_3743,ENLACE
N_4633,9.311718201052294,N_5393,ENLACE
N_3204,8.891663294586733,N_52,ENLACE
N_6531,4.296251120627948,N_6658,ENLACE
N_7094,5.915433161821521,N_9151,ENLACE
N_1772,4.544084962724254,N_3120,ENLACE
N_4505,6.925410309223754,N_7783,ENLACE
N_903,1.2999396527691975,N_4574,ENLACE
N_4922,9.859009218254888,N_5944,ENLACE
N_4883,7.4125709281110534,N_6146,ENLACE
N_216,8.848204145787035,N_6645,ENLACE
N_5627,4.847379252092184,N_6030,ENLACE
N_8513,8.12262153788479,N_5005,ENLACE
N_9029,2.5272564803027864,N_6893,ENLACE
N_3845,9.579042900973668,N_8407,ENLACE
N_8747,4.600256169912117,N_6201,ENLACE
N_7844,8.467842330799845,N_7503,ENLACE
N_1521,3.7510465051373734,N_7287,ENLACE
N_5977,2.944048238371215,N_5413,ENLACE
N_2572,6.879647418107763,N_1200,ENLACE
N_7993,8.809881744976016,N_3188,ENLACE
N_8246,6.588957817882804,N_9703,ENLACE
N_5539,7.117151597896094,N_7721,ENLACE
N_5033,6.179368771985593,N_2925,ENLACE
N_3783,6.033019457940849,N_3320,ENLACE
N_5859,7.757544611013264,N_3180,ENLACE
N_1474,9.819333544006438,N_5556,ENLACE
N_414,9.062121183068808,N_1604,ENLACE
N_5559,7.64433168274839,N_7080,ENLACE
N_8432,6.594384811527103,N_3736,ENLACE
N_4098,7.131156886306248,N_6176,ENLACE
N_3221,3.61978356849068,N_6237,ENLACE
N_7514,5.263275806665696,N_4558,ENLACE
N_5780,7.191592349477985,N_8307,ENLACE
N_3514,2.8699960335135835,N_7174,ENLACE
N_1296,7.508122610077322,N_1666,ENLACE
N_1495,1.472053097277265,N_1670,ENLACE
N_5136,9.50381243526489,N_5752,ENLACE
N_1174,7.298938282125863,N_5140,ENLACE
N_4933,4.197750274243447,N_1540,ENLACE
N_1273,5.231782013315057,N_7495,ENLACE
N_7434,3.038016209550624,N_9573,ENLACE
N_7816,6.822955812933984,N_7671,ENLACE
N_1281,1.4666003370839797,N_6702,ENLACE
N_3714,7.639702059443163,N_9712,ENLACE
N_2376,1.298555519140303,N_9555,ENLACE
N_3372,2.05526063105427,N_1111,ENLACE
N_7380,2.1164156860637098,N_3677,ENLACE
N_4728,1.6526322203900312,N_5132,ENLACE
N_4324,6.543148015999519,N_3771,ENLACE
N_8909,5.123555044907167,N_2893,ENLACE
N_1468,4.326202898569099,N_9069,ENLACE
N_8152,6.000853369107086,N_6876,ENLACE
N_1066,5.892189045895618,N_8047,ENLACE
N_6550,8.20298994599067,N_5264,ENLACE
N_4788,9.068470198297222,N_7837,ENLACE
N_5937,4.702271569255521,N_7008,ENLACE
N_5561,6.684054382089469,N_5159,ENLACE
N_6538,4.085444357918506,N_3410,ENLACE
N_4765,3.294700189790026,N_2532,ENLACE
N_3739,3.953364387199476,N_9011,ENLACE
N_1091,8.911361459516584,N_336,ENLACE
N_2447,6.469677567196106,N_7786,ENLACE
N_5642,3.2101598210141846,N_1866,ENLACE
N_1961,3.992043300026279,N_3241,ENLACE
N_6145,4.195454760314713,N_4473,ENLACE
N_9834,9.50384609553092,N_8932,ENLACE
N_7519,8.143468909850851,N_7781,ENLACE
N_8546,9.059273210949502,N_8971,ENLACE
N_6367,1.126861163188908,N_190,ENLACE
N_5889,1.2642711192894518,N_7134,ENLACE
N_2819,3.9768618448534987,N_8001,ENLACE
N_3684,6.497720764605948,N_9222,ENLACE
N_8288,9.481833162684177,N_8570,ENLACE
N_1850,3.2893250237970606,N_7210,ENLACE
N_6836,9.615322483695142,N_5814,ENLACE
N_4944,1.7983254940124427,N_2288,ENLACE
N_3032,3.476543529562491,N_4728,ENLACE
N_9060,1.8249146949375494,N_6301,ENLACE
N_7482,8.369748699972511,N_1441,ENLACE
N_1819,2.8850803985446283,N_7846,ENLACE
N_4378,4.695477645666426,N_8332,ENLACE
N_7683,3.14130472676589,N_1681,ENLACE
N_4329,8.075295811008873,N_3244,ENLACE
N_9543,0.439932251031927,N_4418,ENLACE
N_968,1.4931749310153974,N_6277,ENLACE
N_8071,6.026557517056439,N_490,ENLACE
N_5863,2.4580337552604092,N_5349,ENLACE
N_5000,0.04900611696655788,N_7590,ENLACE
N_7808,5.310362240428919,N_4767,ENLACE
N_2937,3.1217756362009395,N_7039,ENLACE
N_2503,7.9154151863501205,N_6959,ENLACE
N_4924,2.234272695725359,N_2725,ENLACE
N_1052,6.054417981199364,N_3008,ENLACE
N_489,1.052989764690424,N_3995,ENLACE
N_1319,5.200223073612948,N_4717,ENLACE
N_7035,8.513837229758995,N_4825,ENLACE
N_2449,1.408107243508232,N_345,ENLACE
N_3327,9.27242223609548,N_1832,ENLACE
N_7210,2.371183824748514,N_5340,ENLACE
N_2907,9.805229166854016,N_5763,ENLACE
N_3709,1.1172998925259148,N_2440,ENLACE
N_1157,9.686011856836119,N_9461,ENLACE
N_280,5.350293083806097,N_9814,ENLACE
N_6477,0.4672685486569905,N_6758,ENLACE
N_7818,0.8588964971642132,N_3867,ENLACE
N_7135,9.491619410487399,N_7578,ENLACE
N_7759,5.575638858391624,N_6957,ENLACE
